id,predictor,diff,result
4,p_acl_nwf,5.594324603924846,0
4,p_acl_ncl,5.012263966185836,0
4,ic_awf_nwf,1.0912805070711542,1
4,ic_awf_ncl,0.1286327480674876,1
4,ic_acl_nwf,1.0411436001885228,1
4,ic_acl_ncl,0.14051521150120116,1
4,pmi_awf_nwf,5.727881941971105,1
4,pmi_awf_ncl,3.952003508756162,1
4,pmi_acl_nwf,1.0529232077667499,0
4,pmi_acl_ncl,0.4708625700277391,0
4,vd_awf_nwf,0.19749262278915525,0
4,vd_awf_nct,0.3407776047502785,0
4,vd_act_nwf,0.1742392597686907,0
4,vd_act_nct,0.27383122946872085,0
4,s_awf,0.19725146198830398,1
4,s_acl,0.3280936297595827,1
5,p_awf,3.244624347351351,1
5,p_acl,4.946026207349348,0
5,p_awf_nwf,4.0223678130284535,0
5,p_awf_ncl,3.4411174500973956,0
5,p_acl_nwf,3.4411174500973956,0
5,p_acl_ncl,4.160264858394024,0
5,ic_awf_nwf,2.083518261874228,1
5,ic_awf_ncl,1.0112183295344597,1
5,ic_acl_nwf,0.906210202112657,1
5,ic_acl_ncl,0.02256736101355905,0
5,pmi_awf_nwf,7.266992160379805,0
5,pmi_awf_ncl,0.1964931027460448,1
5,pmi_acl_nwf,1.5049087572519526,0
5,pmi_acl_ncl,0.7857613489553237,0
5,vd_awf_nwf,0.09065512903369499,1
5,vd_awf_nct,0.025946836908979587,1
5,vd_act_nwf,0.019400943596313724,1
5,vd_act_nct,0.12847007003009125,0
5,s_awf,0.20481203007518795,0
5,s_acl,0.11515077261672557,1
6,p_awf,5.7548402610230145,0
6,p_acl,1.3307748176538912,1
6,p_awf_nwf,6.066089190457774,0
6,p_awf_ncl,0.7132613335749376,1
6,p_acl_nwf,0.7132613335749376,1
6,p_acl_ncl,0.44715379693030766,0
6,ic_awf_nwf,0.8188711247037403,1
6,ic_awf_ncl,0.35469853523539463,0
6,ic_acl_nwf,0.6457654144081779,1
6,ic_acl_ncl,0.7003283462040377,1
6,pmi_awf_nwf,0.31124892943475935,0
6,pmi_awf_ncl,5.041578927448077,1
6,pmi_acl_nwf,0.6175134840789536,1
6,pmi_acl_ncl,1.7779286145841988,1
6,vd_awf_nwf,0.17050857716596057,1
6,vd_awf_nct,0.14539485751500225,1
6,vd_act_nwf,0.1329067817655355,1
6,vd_act_nct,0.0449986130496155,1
6,s_awf,0.2935084033613452,1
6,s_acl,0.33414439187028605,1
9,p_awf,0.5810810500433377,1
9,p_acl,3.435842660980933,1
9,p_awf_ncl,1.5849625007211565,1
9,p_acl_nwf,1.5849625007211565,1
9,p_acl_ncl,1.7951802081115016,1
9,ic_awf_nwf,5.727355153019088,1
9,ic_awf_ncl,3.730680268431912,1
9,ic_acl_nwf,0.42931365924085263,0
9,ic_acl_ncl,0.10993034318925776,0
9,pmi_awf_ncl,1.0038814506778184,0
9,pmi_acl_nwf,1.8508801602597766,1
9,pmi_acl_ncl,1.6406624528694316,1
9,vd_awf_nwf,0.020709241511149834,0
9,vd_awf_nct,0.2425470482709282,0
9,vd_act_nwf,0.022848291317778657,0
9,vd_act_nct,0.17588974339880736,0
9,s_awf,0.12733333333333297,1
9,s_acl,0.2382420236854806,1
10,p_awf,0.6480234755673617,0
10,p_acl,1.838956050837818,0
10,p_awf_nwf,1.7258250365610053,1
10,p_awf_ncl,0.08697308330307107,1
10,p_acl_nwf,0.08697308330307107,1
10,p_acl_ncl,1.572286028660832,0
10,ic_awf_nwf,0.4473467417053989,1
10,ic_awf_ncl,0.13163446803014445,1
10,ic_acl_nwf,0.7551242571093137,1
10,ic_acl_ncl,0.41480057062777664,1
10,pmi_awf_nwf,1.0778015609936435,0
10,pmi_awf_ncl,0.5610503922642911,1
10,pmi_acl_nwf,1.925929134140889,0
10,pmi_acl_ncl,0.266670022176986,0
10,vd_awf_nwf,0.06808687789273793,0
10,vd_awf_nct,0.14397398785816806,0
10,vd_act_nwf,0.08597853840894254,0
10,vd_act_nct,0.2383263392950692,0
10,s_awf,0.098076923076923,1
10,s_acl,0.14006689932829652,1
11,p_awf,3.755953247268896,1
11,p_acl,0.3712850551835887,0
11,p_acl_ncl,1.5225332964477372,0
11,ic_awf_nwf,0.6895516168103359,0
11,ic_awf_ncl,0.15605750945427665,0
11,ic_acl_nwf,0.2833046392596934,1
11,ic_acl_ncl,0.3025837644674114,1
11,pmi_acl_ncl,1.1512482412641485,0
11,vd_awf_nwf,0.08703374010724407,0
11,vd_awf_nct,0.023576196682327244,0
11,vd_act_nwf,0.0651999595385776,0
11,vd_act_nct,0.06829948169353295,0
11,s_awf,0.362222222222222,1
11,s_acl,0.29174541860650793,1
12,p_awf,1.4786014407987924,1
12,p_acl,5.021314594584215,0
12,p_awf_nwf,2.0,1
12,p_awf_ncl,0.02272007650008323,0
12,p_acl_nwf,0.02272007650008323,0
12,p_acl_ncl,2.4789165092340477,0
12,ic_awf_nwf,1.8474472578137053,0
12,ic_awf_ncl,1.295940140133716,1
12,ic_acl_nwf,1.058042915007011,0
12,ic_acl_ncl,0.6119619982485727,1
12,pmi_awf_nwf,3.4786014407987924,0
12,pmi_awf_ncl,1.4558813642987092,0
12,pmi_acl_nwf,4.998594518084133,0
12,pmi_acl_ncl,2.5423980853501678,0
12,vd_awf_nwf,0.008728392118796391,0
12,vd_awf_nct,0.002097766158012049,1
12,vd_act_nwf,0.02271572019846202,0
12,vd_act_nct,0.16430590122842614,0
12,s_awf,0.5205555555555561,1
12,s_acl,0.42398411599934116,1
13,p_awf,1.9446532892588237,1
13,p_acl,1.6315131852230493,1
13,p_awf_nwf,4.906890595608518,0
13,p_awf_ncl,3.3923174227787607,1
13,p_acl_nwf,3.3923174227787607,1
13,p_acl_ncl,4.895101141681994,0
13,ic_awf_nwf,0.718511084544339,0
13,ic_awf_ncl,1.066396932906108,1
13,ic_acl_nwf,0.06956363916959063,0
13,ic_acl_ncl,0.41352561693913437,1
13,pmi_awf_nwf,2.962237306349694,0
13,pmi_awf_ncl,1.447664133519937,0
13,pmi_acl_nwf,1.7608042375557114,0
13,pmi_acl_ncl,3.2635879564589443,0
13,vd_awf_nwf,0.05446488516751813,1
13,vd_awf_nct,0.11857113970898747,1
13,vd_act_nwf,0.006006149758771007,1
13,vd_act_nct,0.13559601985940506,1
13,s_awf,0.229615384615385,0
13,s_acl,0.33147886397228504,0
14,p_awf,0.8302421609518138,0
14,p_acl,3.043261425713448,1
14,p_awf_nwf,2.047305714778357,1
14,p_awf_ncl,1.9556058806415466,1
14,p_acl_nwf,1.9556058806415466,1
14,p_acl_ncl,3.455360456382219,1
14,ic_awf_nwf,2.7984078414786824,0
14,ic_awf_ncl,1.9885958693490826,1
14,ic_acl_nwf,0.24218065097639396,0
14,ic_acl_ncl,0.39759832392388983,1
14,pmi_awf_nwf,1.2170635538265433,1
14,pmi_awf_ncl,2.7858480415933604,0
14,pmi_acl_nwf,1.0876555450719012,1
14,pmi_acl_ncl,0.41209903066877107,1
14,vd_awf_nwf,0.33619066664017194,0
14,vd_awf_nct,0.3550179879084655,0
14,vd_act_nwf,0.050648707403311954,0
14,vd_act_nct,0.08826165082847581,1
14,s_awf,0.08057692307692299,1
14,s_acl,0.12480797706350988,0
15,p_awf,5.203841720771284,0
15,p_acl,4.889697886640189,1
15,p_awf_nwf,5.169925001442313,0
15,p_awf_ncl,4.614709844115208,1
15,p_acl_nwf,4.614709844115208,1
15,p_acl_ncl,6.639154601084752,0
15,ic_awf_nwf,1.6266823582234728,0
15,ic_awf_ncl,1.6832832042523984,1
15,ic_acl_nwf,0.10690998362805537,0
15,ic_acl_ncl,0.7256661178304551,1
15,pmi_awf_nwf,0.03391671932897111,1
15,pmi_awf_ncl,0.5891318766560758,1
15,pmi_acl_nwf,0.27498804252498044,0
15,pmi_acl_ncl,1.7494567144445634,1
15,vd_awf_nwf,0.06444551648251062,1
15,vd_awf_nct,0.05144020866031629,1
15,vd_act_nwf,0.05198067191042888,1
15,vd_act_nct,0.2119356463440213,1
15,s_awf,0.10067307692307703,0
15,s_acl,0.20952835360766264,0
16,p_awf,4.277967299553128,0
16,p_acl,2.605107329226163,1
16,p_awf_nwf,9.460455896309638,1
16,p_awf_ncl,8.179909090014934,1
16,p_acl_nwf,8.179909090014934,1
16,p_acl_ncl,5.614851729937597,1
16,ic_awf_nwf,2.1854221512075878,0
16,ic_awf_ncl,2.6191392953341506,1
16,ic_acl_nwf,0.2711163303042756,1
16,ic_acl_ncl,0.7735190114562736,1
16,pmi_awf_nwf,5.182488596756509,0
16,pmi_awf_ncl,3.901941790461806,0
16,pmi_acl_nwf,5.574801760788771,0
16,pmi_acl_ncl,3.0097444007114342,0
16,vd_awf_nwf,0.19873073642707062,1
16,vd_awf_nct,0.23732397724284482,1
16,vd_act_nwf,0.02307015148900815,1
16,vd_act_nct,0.022565335697707245,1
16,s_awf,0.295423076923077,0
16,s_acl,0.3212488899988902,0
17,p_awf,6.363669448586419,0
17,p_acl,4.832767142722272,1
17,p_awf_nwf,3.5443205162238103,0
17,p_awf_ncl,3.9068905956085183,0
17,p_acl_nwf,3.9068905956085183,0
17,p_acl_ncl,4.514573172829757,1
17,ic_awf_nwf,1.7497843681031098,1
17,ic_awf_ncl,0.2422552521885697,0
17,ic_acl_nwf,1.5031633677887761,0
17,ic_acl_ncl,0.17626143133283545,1
17,pmi_awf_nwf,2.819348932362609,0
17,pmi_awf_ncl,2.4567788529779016,0
17,pmi_acl_nwf,0.925876547113754,0
17,pmi_acl_ncl,0.3181939698925147,0
17,vd_awf_nwf,0.1710533551055995,0
17,vd_awf_nct,0.1281780617776871,0
17,vd_act_nwf,0.4014360247563553,0
17,vd_act_nct,0.2907686935873175,0
17,s_awf,0.19238095238095287,1
17,s_acl,0.2462138622948738,1
19,p_awf,6.855016755249968,0
19,p_acl,4.149598862264643,1
19,p_awf_ncl,7.417249759480894,0
19,p_acl_nwf,7.417249759480894,0
19,p_acl_ncl,6.29880384551984,0
19,ic_awf_nwf,0.8089182453542509,1
19,ic_awf_ncl,1.7489644354046785,1
19,ic_acl_nwf,0.0979929025881745,0
19,ic_acl_ncl,0.6347497132405389,1
19,pmi_awf_ncl,0.5622330042309258,0
19,pmi_acl_nwf,3.2676508972162517,0
19,pmi_acl_ncl,2.1492049832551974,0
19,vd_awf_nwf,0.11510129370596922,1
19,vd_awf_nct,0.1231084847055206,1
19,vd_act_nwf,0.135080534583909,1
19,vd_act_nct,0.18863644924051004,1
19,s_awf,0.17981060606060598,0
19,s_acl,0.15641818249773803,0
20,p_awf,5.265923426675206,0
20,p_acl,9.488340053632243,1
20,p_awf_nwf,8.290018846932618,1
20,p_awf_ncl,8.342815461361186,1
20,p_acl_nwf,8.342815461361186,1
20,p_acl_ncl,7.452367696755193,1
20,ic_awf_nwf,3.3085764691935244,1
20,ic_awf_ncl,1.298316593521946,1
20,ic_acl_nwf,2.788271820205054,0
20,ic_acl_ncl,0.23848770825449694,1
20,pmi_awf_nwf,3.024095420257412,1
20,pmi_awf_ncl,3.0768920346859794,1
20,pmi_acl_nwf,1.145524592271057,0
20,pmi_acl_ncl,2.03597235687705,0
20,vd_awf_nwf,0.07779463256692898,0
20,vd_awf_nct,0.04901750386969117,0
20,vd_act_nwf,0.2560937349354868,0
20,vd_act_nct,0.31803628239423676,0
20,s_awf,0.470506072874494,1
20,s_acl,0.5854740530884667,1
21,p_awf,7.8134112219777005,0
21,p_acl,9.488340053632243,1
21,p_awf_nwf,7.149747119504681,1
21,p_awf_ncl,5.482322458591553,1
21,p_acl_nwf,5.482322458591553,1
21,p_acl_ncl,7.452367696755193,1
21,ic_awf_nwf,4.489278055420912,1
21,ic_awf_ncl,1.8633169423146283,1
21,ic_acl_nwf,2.788271820205054,0
21,ic_acl_ncl,0.23848770825449694,1
21,pmi_awf_nwf,0.6636641024730192,0
21,pmi_awf_ncl,2.3310887633861475,0
21,pmi_acl_nwf,4.0060175950406895,0
21,pmi_acl_ncl,2.03597235687705,0
21,vd_awf_nwf,0.05639012538252186,0
21,vd_awf_nct,0.05631220423064254,0
21,vd_act_nwf,0.20255270132090197,0
21,vd_act_nct,0.31803628239423676,0
21,s_awf,0.43005494505494496,1
21,s_acl,0.5854740530884667,1
22,p_awf,2.4357001323841416,0
22,p_acl,3.5589230689862976,0
22,p_awf_nwf,1.0308060467811746,0
22,p_awf_ncl,1.543723003255697,0
22,p_acl_nwf,1.543723003255697,0
22,p_acl_ncl,2.6677902456257385,0
22,ic_awf_nwf,2.6249124463238234,1
22,ic_awf_ncl,1.1778125547419025,1
22,ic_acl_nwf,0.7526753980362333,1
22,ic_acl_ncl,0.02533777162641737,0
22,pmi_awf_nwf,1.404894085602967,0
22,pmi_awf_ncl,0.8919771291284446,0
22,pmi_acl_nwf,2.0152000657306006,0
22,pmi_acl_ncl,0.8911328233605591,0
22,vd_awf_nwf,0.1410736476387623,1
22,vd_awf_nct,0.12335838959438605,1
22,vd_act_nwf,0.06838917293389302,1
22,vd_act_nct,0.08232867648677122,0
22,s_awf,0.47521367521367497,1
22,s_acl,0.5436727454779486,1
23,p_awf,0.04036199772925286,1
23,p_acl,0.5957781614214053,0
23,p_awf_nwf,4.807354922057606,1
23,p_awf_ncl,2.9198296513160162,0
23,p_acl_nwf,2.9198296513160162,0
23,p_acl_ncl,2.4263093105179987,0
23,ic_awf_nwf,0.5966179071567073,1
23,ic_awf_ncl,0.33565980205021706,1
23,ic_acl_nwf,1.171256429970061,0
23,ic_acl_ncl,0.40445851917862363,1
23,pmi_awf_nwf,4.847716919786859,1
23,pmi_awf_ncl,2.960191649045269,1
23,pmi_acl_nwf,2.324051489894611,1
23,pmi_acl_ncl,1.8305311490965934,1
23,vd_awf_nwf,0.19314381375788503,0
23,vd_awf_nct,0.2520315689885515,0
23,vd_act_nwf,0.3086669624847578,0
23,vd_act_nct,0.43782346651849,0
23,s_awf,0.41340909090909106,1
23,s_acl,0.36598722519310756,1
25,p_awf,13.949005935404756,1
25,p_acl,6.7217275751192265,0
25,p_awf_ncl,12.540612408249531,1
25,p_acl_nwf,12.540612408249531,1
25,p_acl_ncl,11.244760234364904,1
25,ic_awf_nwf,6.881363286823742,0
25,ic_awf_ncl,5.11981478343895,0
25,ic_acl_nwf,1.610416283537198,1
25,ic_acl_ncl,0.10435735114475797,0
25,pmi_awf_ncl,1.4083935271552246,1
25,pmi_acl_nwf,5.818884833130305,0
25,pmi_acl_ncl,4.523032659245676,0
25,vd_awf_nwf,0.5292653615288304,1
25,vd_awf_nct,0.33702637065107865,1
25,vd_act_nwf,0.25920714029696823,1
25,vd_act_nct,0.29783956743938145,1
25,s_awf,0.24750572082379899,0
25,s_acl,0.1957807806075376,0
26,p_awf,0.4122112862999785,1
26,p_acl,1.12275040369207,0
26,p_awf_nwf,0.9806346751330679,0
26,p_awf_ncl,0.2938573293006934,0
26,p_acl_nwf,0.2938573293006934,0
26,p_acl_ncl,0.2536632112396946,0
26,ic_awf_nwf,1.556046894984771,1
26,ic_awf_ncl,0.594150856380872,1
26,ic_acl_nwf,0.34895047445589,1
26,ic_acl_ncl,0.3148340085116441,1
26,pmi_awf_nwf,1.3928459614330464,1
26,pmi_awf_ncl,0.7060686156006719,1
26,pmi_acl_nwf,0.8288930743913765,0
26,pmi_acl_ncl,0.8690871924523753,0
26,vd_awf_nwf,0.03558794153136691,1
26,vd_awf_nct,0.0024502261155342486,0
26,vd_act_nwf,0.016632621927836988,1
26,vd_act_nct,0.041432027071672484,1
26,s_awf,0.5084821428571429,1
26,s_acl,0.006533697974348329,0
27,p_awf,2.905916152477526,1
27,p_acl,1.7976011583952718,1
27,p_awf_nwf,2.449674798493234,1
27,p_awf_ncl,1.5862672806245897,1
27,p_acl_nwf,1.5862672806245897,1
27,p_acl_ncl,1.2697981080530947,1
27,ic_awf_nwf,0.6724463425645801,0
27,ic_awf_ncl,0.14761990017875526,0
27,ic_acl_nwf,0.7551577742592546,1
27,ic_acl_ncl,0.847151723147916,1
27,pmi_awf_nwf,0.456241353984292,1
27,pmi_awf_ncl,1.3196488718529364,1
27,pmi_acl_nwf,0.21133387777068213,1
27,pmi_acl_ncl,0.5278030503421771,1
27,vd_awf_nwf,0.06939148052149513,1
27,vd_awf_nct,0.04938306738810894,1
27,vd_act_nwf,0.14581496201822486,1
27,vd_act_nct,0.13477560952741563,1
27,s_awf,0.3931159420289849,1
27,s_acl,0.3353907441668119,1
28,p_awf,0.10767669788562895,1
28,p_acl,0.9538157397601346,0
28,p_awf_nwf,1.6976225468779496,1
28,p_awf_ncl,0.8065448742873675,1
28,p_acl_nwf,0.8065448742873675,1
28,p_acl_ncl,1.1779459660605278,1
28,ic_awf_nwf,2.529038365959517,0
28,ic_awf_ncl,2.079205619331103,1
28,ic_acl_nwf,1.023791728340509,1
28,ic_acl_ncl,0.7481812398298562,1
28,pmi_awf_nwf,1.589945848992321,0
28,pmi_awf_ncl,0.6988681764017386,0
28,pmi_acl_nwf,1.760360614047502,0
28,pmi_acl_ncl,2.1317617058206624,0
28,vd_awf_nwf,0.08687956374997163,1
28,vd_awf_nct,0.21993116224641185,1
28,vd_act_nwf,0.0038023881619870803,1
28,vd_act_nct,0.01708395880591218,1
28,s_awf,0.276282608695652,1
28,s_acl,0.22242385547905852,1
31,p_awf,7.227595549226439,1
31,p_acl,9.406275431970936,1
31,p_awf_nwf,2.370291116448761,0
31,p_awf_ncl,6.041596648873553,0
31,p_acl_nwf,6.041596648873553,0
31,p_acl_ncl,5.994009171953978,0
31,ic_awf_nwf,1.0004557312919218,1
31,ic_awf_ncl,0.22446162123302926,0
31,ic_acl_nwf,1.6490578955974762,0
31,ic_acl_ncl,0.06795005523827413,0
31,pmi_awf_nwf,4.857304432777679,0
31,pmi_awf_ncl,1.1859989003528861,0
31,pmi_acl_nwf,3.364678783097384,0
31,pmi_acl_ncl,3.4122662600169584,0
31,vd_awf_nwf,0.01525474902522117,0
31,vd_awf_nct,0.00664772327978802,0
31,vd_act_nwf,0.2020719734402303,0
31,vd_act_nct,0.15176984964034979,0
31,s_awf,0.632142857142857,1
31,s_acl,0.5710002234616725,1
32,p_awf,7.227595549226439,1
32,p_acl,9.406275431970936,1
32,p_awf_nwf,2.7960691145110887,0
32,p_awf_ncl,4.894009304311786,0
32,p_acl_nwf,4.894009304311786,0
32,p_acl_ncl,5.994009171953978,0
32,ic_awf_nwf,1.0004557312919218,1
32,ic_awf_ncl,0.22446162123302926,0
32,ic_acl_nwf,1.6490578955974762,0
32,ic_acl_ncl,0.06795005523827413,0
32,pmi_awf_nwf,4.431526434715351,0
32,pmi_awf_ncl,2.3335862449146534,0
32,pmi_acl_nwf,4.512266127659151,0
32,pmi_acl_ncl,3.4122662600169584,0
32,vd_awf_nwf,0.008661508479139268,1
32,vd_awf_nct,0.00664772327978802,0
32,vd_act_nwf,0.14377663916560768,0
32,vd_act_nct,0.15176984964034979,0
32,s_awf,0.632142857142857,1
32,s_acl,0.5710002234616725,1
33,p_awf,0.5598224687076314,0
33,p_acl,0.8381113959249693,0
33,p_awf_nwf,1.0,1
33,p_awf_ncl,1.2700891633677447,0
33,p_acl_nwf,1.2700891633677447,0
33,p_acl_ncl,2.1114929700909664,0
33,ic_awf_nwf,0.7721252765413169,1
33,ic_awf_ncl,0.4763509023372938,0
33,ic_acl_nwf,0.17391227940861675,1
33,ic_acl_ncl,0.15576038752353316,1
33,pmi_awf_nwf,1.5598224687076314,0
33,pmi_awf_ncl,0.7102666946601133,1
33,pmi_acl_nwf,0.4319777674427754,1
33,pmi_acl_ncl,1.273381574165997,1
33,vd_awf_nwf,0.060676629890101696,0
33,vd_awf_nct,0.12085691328474524,0
33,vd_act_nwf,0.006575330211904262,1
33,vd_act_nct,0.03776175754811373,0
33,s_awf,0.21202380952381006,1
33,s_acl,0.29049906630998207,1
34,p_awf,2.5987859492952357,0
34,p_acl,0.8620047731547671,0
34,p_awf_nwf,1.8622168570921227,0
34,p_awf_ncl,0.34472276589333894,1
34,p_acl_nwf,0.34472276589333894,1
34,p_acl_ncl,0.5681719494742303,0
34,ic_awf_nwf,0.7572289594229975,1
34,ic_awf_ncl,0.29680491015940813,0
34,ic_acl_nwf,0.22334442220492612,0
34,ic_acl_ncl,0.0351225791825156,0
34,pmi_awf_nwf,0.736569092203113,0
34,pmi_awf_ncl,2.9435087151885746,0
34,pmi_acl_nwf,1.206727539048106,0
34,pmi_acl_ncl,0.29383282368053676,1
34,vd_awf_nwf,0.024376220246236868,1
34,vd_awf_nct,0.009150737356904859,1
34,vd_act_nwf,0.1205130170167007,1
34,vd_act_nct,0.09807664305801911,1
34,s_awf,0.23573260073260105,1
34,s_acl,0.19700864011726182,1
35,p_awf,2.235723738479253,0
35,p_acl,0.2607456305373028,1
35,p_awf_nwf,1.4986180671838816,1
35,p_awf_ncl,2.389131630005976,1
35,p_acl_nwf,2.389131630005976,1
35,p_acl_ncl,1.4394201483060565,1
35,ic_awf_nwf,0.4102455951390169,1
35,ic_awf_ncl,0.002158851185056321,1
35,ic_acl_nwf,0.5722948966608161,0
35,ic_acl_ncl,0.3499565876941597,0
35,pmi_awf_nwf,3.734341805663134,0
35,pmi_awf_ncl,4.624855368485229,0
35,pmi_acl_nwf,2.1283859994686734,0
35,pmi_acl_ncl,1.1786745177687536,0
35,vd_awf_nwf,0.08355607051557423,1
35,vd_awf_nct,0.03107835614093224,1
35,vd_act_nwf,0.11202270026052241,1
35,vd_act_nct,0.11785122050406172,1
35,s_awf,0.29857142857142904,1
35,s_acl,0.20354233809161015,1
37,p_awf,5.741931847059557,1
37,p_acl,4.396927168310915,0
37,p_awf_ncl,2.2630344058337934,0
37,p_acl_nwf,2.2630344058337934,0
37,p_acl_ncl,2.093123891535977,0
37,ic_awf_nwf,0.5456327105591967,1
37,ic_awf_ncl,0.3437764853844554,0
37,ic_acl_nwf,0.823202506072553,0
37,ic_acl_ncl,0.1523912262608924,0
37,pmi_awf_ncl,3.4788974412257625,0
37,pmi_acl_nwf,2.133892762477122,0
37,pmi_acl_ncl,2.3038032767749383,0
37,vd_awf_nwf,0.12444066726690972,0
37,vd_awf_nct,0.25539828371146833,0
37,vd_act_nwf,0.032494866281344126,1
37,vd_act_nct,0.10802826395767684,0
37,s_acl,0.10761537229895174,1
38,p_awf,3.345590788119037,1
38,p_acl,3.0279317910782284,0
38,p_awf_nwf,1.9358032875237576,0
38,p_awf_ncl,1.9865077636718866,0
38,p_acl_nwf,1.9865077636718866,0
38,p_acl_ncl,2.953491636675638,0
38,ic_awf_nwf,0.1675760008092606,0
38,ic_awf_ncl,0.8796799281762127,0
38,ic_acl_nwf,0.41981926656688984,0
38,ic_acl_ncl,0.45896317036580303,0
38,pmi_awf_nwf,1.4097875005952796,0
38,pmi_awf_ncl,1.3590830244471501,0
38,pmi_acl_nwf,1.0414240274063418,0
38,pmi_acl_ncl,0.07444015440259033,1
38,vd_awf_nwf,0.1143735705816481,0
38,vd_awf_nct,0.26958345947055196,0
38,vd_act_nwf,0.027083537929192936,0
38,vd_act_nct,0.11552447101195173,0
38,s_acl,0.03058074787201348,1
40,p_awf,0.2372537394944434,0
40,ic_awf_nwf,3.0514006318089564,0
40,ic_awf_ncl,1.6936500255479734,1
40,pmi_awf_ncl,0.2372537394944434,0
40,vd_awf_nwf,0.018762571985027288,1
40,vd_awf_nct,0.019942212316008456,1
40,s_awf,0.10775735294117594,0
41,p_awf,7.113257656688677,1
41,p_acl,2.260725267751555,0
41,p_awf_ncl,2.1699250014423117,0
41,p_acl_nwf,2.1699250014423117,0
41,p_acl_ncl,2.82742054511171,0
41,ic_awf_nwf,2.7356969343992805,0
41,ic_awf_ncl,1.4433491038102293,1
41,ic_acl_nwf,0.42301873699499737,1
41,ic_acl_ncl,0.1438057427253865,1
41,pmi_awf_ncl,4.9433326552463654,0
41,pmi_acl_nwf,0.09080026630924332,0
41,pmi_acl_ncl,0.566695277360155,0
41,vd_awf_nwf,0.03500839158344626,1
41,vd_awf_nct,0.09629603845568102,0
41,vd_act_nwf,0.0622663662524614,1
41,vd_act_nct,0.05225454830192544,0
41,s_awf,0.399317647058824,1
41,s_acl,0.12687157150197215,1
42,p_awf,4.897631585352396,1
42,p_acl,5.647097945018011,1
42,p_acl_ncl,2.941563173263299,1
42,ic_awf_nwf,1.4426788525673153,0
42,ic_awf_ncl,0.4745181677562469,1
42,ic_acl_nwf,1.5151492820914623,0
42,ic_acl_ncl,0.7889474269731895,1
42,pmi_acl_ncl,2.705534771754712,0
42,vd_awf_nwf,0.04571000957143845,1
42,vd_awf_nct,0.1007363797177756,1
42,vd_act_nwf,0.10392779654427586,1
42,vd_act_nct,0.13164009714575298,1
42,s_awf,0.151474358974359,0
42,s_acl,0.06815805356923771,0
44,p_awf,1.2732386019727748,0
44,p_acl,1.7476097817274763,1
44,p_awf_nwf,2.5563933485243844,0
44,p_awf_ncl,2.7033829936418243,0
44,p_acl_nwf,2.7033829936418243,0
44,p_acl_ncl,1.6014209234543282,0
44,ic_awf_nwf,1.7295417966702988,1
44,ic_awf_ncl,1.5766458571835997,1
44,ic_acl_nwf,0.3479131048545163,0
44,ic_acl_ncl,0.32806236333639216,1
44,pmi_awf_nwf,1.2831547465516095,1
